UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
P11827,-0.03392356557774831,-0.04497108290192998,-0.08820593952934666,-0.07057265588827319,-0.09156446990052472,-0.08182348683335844,-0.07681320642788828,0.08822517160691752,-0.3085608727645752,0.5454232579568419,-0.09100160012054742,0.27400967637116835,-0.019333811266887754,-0.102291539289291,-0.039824980421831906,-0.2513232890986844,-0.05164652275724199,0.0592718718940933,-0.055196838341831984,-0.058116809101541336,0.17021195507412973,0.03202729392876934,-0.7482352543613461,-0.2951948871244291,-0.040254595263485335,-0.03806935085004993,-0.27649479079873374,-0.108916671833281,-0.31784656213498697,0.30298428460256793,0.1526317926340713,0.12112544709295697,0.06073926559417392,-0.319628183649331,-0.04428895495648987,-0.08686958848041781,0.039323753455846655,0.08747628001983901,-0.18772075210761902,0.5272985807414393,0.46513751440959106,-0.004322148649222244,0.1481015387557308,-0.044061330108448676,-0.002239068973075905,0.1851974951119052,-0.14541497957184696,-0.0974405879634629,-0.1457882917778139,0.1518541258891785
O75347,0.062010515012383395,0.05837940952318653,0.10668723108542966,0.11892108873161689,-0.03199646613407811,-0.13710705895701786,0.00961749766661182,-0.05699712959040497,0.11899027906631539,0.09217917566866453,-0.16975356909631673,0.24008683720983734,-0.008852799112162043,0.007076351636343495,0.08122689080265327,-0.026785394375053943,0.17617323335417118,-0.05597186361821048,-0.15849929907596727,0.06504989572007264,-0.05604373752850615,0.13448580450817582,-0.31587632684133926,0.06643337020060489,0.11857494134537341,0.10602944784041027,-0.22751929456503137,0.10182881774776935,0.055618900625832156,-0.19134894649396203,0.03184581258753787,-0.025037898532963267,0.06797635019139171,-0.2462132315613496,-0.18507086782389873,-0.0846923466110796,-0.04695004792093954,-0.0898550474595787,0.11388249805235154,0.0932036835248375,0.05743264781372779,-0.028627571880008577,0.15634427301002154,0.04652133078777479,-0.14003792433081524,-0.057904332494412035,-0.12016206565861845,-0.17740145579482997,-0.38882488228118117,0.019769776983375942
P11655,-0.1582402419932622,0.03388462891373016,-0.03321026246306894,-0.1446927395344433,-0.1550637958086057,0.1772121734402636,0.04549823829157,-0.07929687981413394,-0.33082383987523734,0.43199028380644944,0.08026347450211485,0.09841107729238868,-0.05748659159526545,-0.07065514248347894,-0.12590843845925254,-0.18901747478405337,0.008798844572946912,0.21651265265211314,-0.00940253304739484,-0.00354494940462957,0.041988921035375035,-0.02724407150601335,-0.6484308569882491,-0.35335001709996955,0.1342580707745889,0.0801794045549415,0.001392692357894909,-0.3329757596923244,0.03555971966352202,-0.09673489029580958,-0.07712768012546584,0.0737379604025331,-0.12840313764171968,-0.151740234759918,0.1343849022784575,0.1229531022080311,0.018640667166924876,-0.0009584413751537874,0.16466937699190148,0.3369109238314366,0.21295766644302133,0.10170797368573603,0.023942452113742664,0.04409562815923855,-0.0595892646864775,-0.06050058149203114,-0.017121510829280963,-0.0663262097639675,-0.0037868075712287064,0.0041730731231828105
O95149,-0.0031095022623026454,-0.02432598563189662,-0.0005151014892994584,-0.022432337719574442,0.05591917527160975,-0.0741769230719009,0.060528012139911526,-0.0229772873356068,0.03374497496257439,0.27004504879207397,-0.007813261427938476,-0.0459673243677776,0.055007115871185785,-0.027951196151435983,0.030250661109260134,-0.05931060070680134,0.025759783760287428,0.06667743491891172,-0.054402888284223065,0.02852394531982283,-0.07342481957671874,0.04826886932213632,-0.3763473098613822,-0.16226489569052308,0.11016901342016222,-0.026872730453971136,-0.021682312646346274,-0.11387922267721784,-0.14333226201387264,-0.07139369884425054,-0.05821750368042458,-0.07509779279630519,-0.013983327283738628,-0.002193304900984794,-0.03081197715223072,0.08298043757092922,-0.06995737916611797,0.08520270989754636,0.21627438071468094,-0.039532179579447366,0.100191731166676,0.01971941469905257,0.06147469014694902,-0.024605276728123168,-0.06320666197251817,0.09035188119285123,-0.04906500066636263,-0.06298121899598387,-0.05157582798694818,-0.11440161751939577
P06132,0.057000518903559325,0.009335978334526204,-0.043227919431019377,0.06823464808880977,-0.02691356049807553,0.05688561823763401,0.03775945021904835,-0.08343635821065803,0.1489140508023577,0.15343364459215997,0.009226782822444112,-0.12452275791910469,0.18096650462645827,-0.00882172077683788,-0.04940397568595454,-0.06847239426384795,0.11339945072514376,0.1267142605249477,-0.10154916346659715,-0.09026042161282,-0.0639975147512134,0.12227109311314233,-0.2223688093415352,-0.007974700984950688,0.0465081586804967,-0.04071959623744761,0.07649886079512838,-0.08800039745663998,0.08206057103482356,0.13041146227342176,-0.03285499691447273,-0.0574634709761536,0.07427441634981728,-0.17853959659503238,0.035380072864270404,-0.02861153747701528,0.024213161433093534,-0.02601204282748612,0.10066474590957268,-0.18200610949291088,0.075088644658335,0.12374328924679356,0.017764571654532855,-0.024631938412410886,-0.059650490601087694,0.056483284487146276,-0.034968157891795734,-0.08491624478844118,-0.3763646966944939,0.2373306396407111
B4XT64,0.011258149570627318,0.051933362700309495,0.08170002810625804,-0.05440655047190687,-0.08888372923681385,0.0627195120184112,-0.12056776892005217,0.027433351746720788,0.09455608940147431,0.02409504648035753,0.21213554245616628,0.2124981916819637,0.03317835384806558,-0.004424886368100664,-0.023052151336811624,-0.0033170795218117285,0.12682766576560547,0.09335368614937334,-0.15758940753386044,0.05143981988427639,-0.1533982609326237,0.11922839144678189,-0.13197864510450588,-0.18866268822320453,0.09051160508574001,-0.11643465744323835,0.043826541870700425,0.08808747514403892,0.03892423651772222,-0.15689648433772033,0.015260763534790717,0.015434839455460174,0.031385734107813375,-0.051152226838206194,-0.06340875503837261,0.006249059376018495,0.012272107055142022,-0.05525992282659616,0.07809579152038461,0.1613808673409746,-0.026339043165652814,0.10394633962497508,0.10411139657498232,-0.021385026556625667,0.0030984637054844236,-0.01765441402847138,-0.0830887956400102,-0.08298181100895781,-0.3996692542865654,-0.14420974732491187
O75604,0.0775581927868659,0.030305017002328117,-0.12890809510993825,0.006419359643451014,-0.032450397358526284,0.014803813272010408,0.03190472196513418,0.013671557528634682,-0.17764286422671413,0.10051096091344476,0.1671113726473164,-0.040060680623131464,0.08004640292080975,0.004595447762666742,-0.08438917545410218,-0.08743347508898533,0.025845590616802826,0.26617778209618864,0.006886319480503111,0.05112056409030049,0.07399150417033029,0.06070806587379955,-0.2765301518089936,-0.3463567009179359,0.004261960659718661,-0.027323994856244493,-0.00344825449854666,-0.18975123514146708,0.05134217621316135,-0.10860938818386767,-0.019515245529338452,-0.0286530127058774,0.12893177054614874,-0.13638186976015676,-0.0542382501115095,-0.022153123177120315,-0.020444657144067395,0.11178488368621523,0.36139637899038934,0.05973332807126848,0.08679260482512959,0.18911644114635245,0.057682139879091675,-0.0627122820773091,-0.06726939623595332,0.08375472255612863,-0.07401486227332066,-0.08471340806981383,-0.27119723837207615,-0.09113477695136596
P26639,0.1547982946661721,-0.04151898909670215,0.08526847466047156,-0.05380029018231258,-0.019653142301156803,0.10078006013362688,-0.037567406407890566,0.0008619700657412632,-0.09745390715036904,0.37478420097131465,-0.08859821447472205,0.0007313245153349728,0.10100899254994065,0.0025441192606717733,-0.11101361247548212,-0.08066172040780856,-0.09191233277061216,-0.005486677009081106,-0.005922890048451669,-0.15869769419015098,0.09263599662710496,-0.02072081309829164,-0.20754535810347785,-0.07977621532117596,0.11412079158470208,0.061935588690372405,-0.07125844368388405,-0.16094525263391976,0.1338389300123393,-0.021209189001394107,0.05202332749009526,-0.0808784245083773,-0.02650569930989045,-0.004883012602992158,-0.07926183460996593,-0.056735908206762074,-0.04475176823242085,-0.1437486553782833,0.14407769397376452,-0.11762819246143863,0.15267472633934676,-0.016449824224163554,0.054890694736311994,0.025070778693493227,0.10533499027963533,-0.033559107535667126,-0.15471530694507907,0.03814772625986681,-0.11009515234384347,-0.10970036240969476
P12425,0.08064328092700022,-0.027842490527142064,-0.040067472369695815,-0.01473654073008849,-0.01506753816079155,-0.035519432741730056,0.03262106753434457,-0.17014952263311925,0.024377530749176715,0.07189418628341218,-0.0236159174084766,-0.019616253975046714,0.10588766527258509,0.04286663366894176,-0.003768793764285069,-0.07406513353573944,0.0830430225264832,0.0030028051414901324,0.004027267072413979,0.01766160562848007,-0.027625636609644663,-0.04275558520013786,-0.07206159974427234,-0.08947382321775306,-0.04815357962073362,0.11932075389125901,-0.003853076889876939,-0.006564700133983983,0.08190833979128952,0.04901006540192582,0.005521007138156237,-0.005015814658457746,-0.0033949382427434388,-0.12523873958629833,-0.07204363451938117,0.057486947804616856,-0.08914159197998853,0.004642543507535852,-0.055032269565222953,-0.08103159747940888,0.11038840926038646,-0.010116522109137374,0.14138550916464998,-0.007430583405177726,-0.04110463280147211,0.047306068117722554,-0.11944455646469342,-0.023548452375118087,-0.24447863291748861,-0.09772898134976886
O76095,-0.017838266745685158,-0.02065775738901958,0.038112714048708016,0.04711159976615576,-0.09883403131411889,0.03354321259152217,0.018683597998230085,-0.03694922175986368,0.03572526790938903,0.03309125015243039,-0.06673332318501204,-0.06805503434037836,0.053761034043550766,-0.08203145934598575,-0.163816103713541,-0.1113760136026916,0.05930766929494968,0.09507371074430108,-0.0006326158992992492,0.08795353563814359,0.04956455988218067,-0.11918675739996261,-0.24558782408029178,-0.2502882721121743,0.0026137236981872564,-0.02468338292459935,0.021036737391100485,-0.12509775590092032,-0.09751819979685636,-0.011689380288047804,0.037558244726427464,-0.07126160265089256,-0.07465818054132727,-0.06781359146794672,-0.07727171809300111,0.02511122938206068,0.044456267443666375,0.030590895129500563,0.20518874528439096,-0.046524498440928014,0.07139853618389566,0.036631964685297655,0.051420477184627084,-0.038128076071655956,0.04307498098725574,0.1288451620330892,0.04885477822771909,0.013740100302184352,-0.29607558590474414,0.013293429903396579
