UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
P11827,-0.03392356557774831,-0.04497108290192998,-0.08820593952934666,-0.07057265588827319,-0.09156446990052472,-0.08182348683335844,-0.07681320642788828,0.08822517160691752,-0.3085608727645752,0.5454232579568419,-0.09100160012054742,0.27400967637116835,-0.019333811266887754,-0.102291539289291,-0.039824980421831906,-0.2513232890986844,-0.05164652275724199,0.0592718718940933,-0.055196838341831984,-0.058116809101541336,0.17021195507412973,0.03202729392876934,-0.7482352543613461,-0.2951948871244291,-0.040254595263485335,-0.03806935085004993,-0.27649479079873374,-0.108916671833281,-0.31784656213498697,0.30298428460256793,0.1526317926340713,0.12112544709295697,0.06073926559417392,-0.319628183649331,-0.04428895495648987,-0.08686958848041781,0.039323753455846655,0.08747628001983901,-0.18772075210761902,0.5272985807414393,0.46513751440959106,-0.004322148649222244,0.1481015387557308,-0.044061330108448676,-0.002239068973075905,0.1851974951119052,-0.14541497957184696,-0.0974405879634629,-0.1457882917778139,0.1518541258891785
O75347,0.06711505202078241,0.09357244004302286,0.10887860738196707,0.13566389154944686,0.007690774650830523,-0.1749657065446507,-0.0015236528060496544,-0.0369723850990208,0.08851573701632828,0.14576443086743646,-0.218248068984398,0.18773408197751257,-0.007030515982739027,0.022344972924013218,0.0119470720792197,-0.01988017501007594,0.13207727810953526,-0.004335060291280071,-0.18313873490106797,0.1009829278079698,-0.037195396460486065,0.12713358894965762,-0.4807487481538473,0.08971021451153419,0.1429383071709507,0.14297864969728213,-0.18953553515052962,0.15226335738863767,0.035949579899165376,-0.2538599358218625,0.021954998302328246,0.029901809498261128,0.0659437334551165,-0.30428023859074615,-0.21533711013397594,-0.0874706039657949,-0.06694978890839384,-0.11543545737560683,0.2548564458282647,0.2478282200684327,0.03479511926631185,0.019440633035181412,0.17021528889958865,0.029794135444046486,-0.1060284940910498,-0.0636521786999934,-0.13567379976283941,-0.22183249959834853,-0.3773045240453863,0.13264118029950356
P11655,-0.05159461286148226,-0.02958685815261562,0.07249108770207655,-0.052447025969470214,-0.1379636540844176,0.11204870869930737,0.05353301625220971,-0.14971757844215802,-0.30805637392317947,0.48226066774617843,0.1823695191172018,0.22765931756495048,-0.04450843079901248,-0.0700608399014573,0.02793372390083033,-0.20691925687613363,-0.05773223894940208,0.27408929448895036,-0.01994945946246033,0.015227074001800336,0.030684262708902937,-0.014608734924094478,-0.5823758554243482,-0.41412605206888814,0.18423985390571437,-0.04532305990100468,-0.23283703761567198,-0.2547265561465141,0.010318856395336029,0.06964296372173923,0.06529649347639262,0.07435652370463754,0.14612335644599037,-0.23640134977257474,0.18213791809276456,0.09115703974279694,-0.12370006386262039,0.16368572195223596,-0.023320248760030415,0.4115873380918987,0.4018270293511867,0.03512859910478832,0.03924022778702411,0.14048298273593177,-0.057223364698111685,0.03204144656126607,-0.04358372037078828,-0.04490634154192629,-0.27810085249121214,-0.04807119613177439
O95149,0.04270121885262019,-0.07541409093487396,-0.0871349953999815,0.02233590519603448,0.12209562086994961,-0.10503209906523699,0.04835992205666147,-0.06992068054197624,0.19145224478942957,0.3035301864811536,0.058928604087594594,-0.037839704254932605,0.0836500636456862,-0.03441809848933079,0.05143957639971218,0.09434091239227962,-0.05595609368052734,0.09004364818210249,-0.004662899416125943,-0.05014641521517072,-0.0236356633954139,0.028081274128098053,-0.4858014970373123,-0.10428787140318756,-0.03508866899173161,-0.054110504848374485,0.01692779257825181,-0.16948488049709848,-0.06967465227654179,-0.09982045067480626,-0.05023248915594986,-0.13135616726742574,0.16566182789821868,-0.06895754709244246,-0.029284936274939978,0.02562836622156267,-0.06324614632887464,0.08855624143041162,0.37025092508939805,0.12387981785840389,0.07689272003706875,-0.004895439479199412,0.012428534559062081,0.00047785394991476895,-0.031168679359232305,0.12457764165153064,-0.10328550055145938,0.023383725427462254,-0.1246580838263273,-0.033026648671189186
P06132,0.15846204289983162,0.0290671546917347,0.05719869734017249,0.055967577257429645,-0.012956080299265796,0.08676984541785741,0.07824277012406489,-0.10329021597234915,-0.027108037873570506,0.3711411988045281,0.18173617208003848,-0.1609419493864083,0.1791436097875134,-0.06554020213629534,0.011893684936607354,-0.08096976937467322,0.013230809097415882,0.1526357608978948,-0.18180127501955792,-0.1201624064464748,-0.01666671892658252,0.1336524118531407,-0.4439648316356415,-0.2621631198807792,0.010363405934405373,-0.10539462383434017,0.10817971598345982,-0.21617116275874038,0.08349622182725791,-0.05854778961980731,0.041498960921599055,-0.04502798904466004,0.22274138116748876,-0.17133322086266053,-0.0022190795804658673,-0.09202800679493467,-0.04837999958961973,-0.09403678738833121,0.38547397595971944,0.1366065258307306,0.10161107432411531,0.15378980837685488,-0.02491321132540682,-0.04452432688449225,-0.0075666387790941465,0.05648710754603723,-0.11765659504126114,-0.023963049456728242,-0.46073187420020423,0.07070538629626386
B4XT64,-0.03576192086012093,0.20444480648221813,0.1727444668232118,0.07376994823956537,0.026810199742528948,-0.030946183862262257,0.043339959146497006,0.07791880468690299,0.09970783542871589,0.41240952326782454,0.09436043958741855,0.21877095391152554,0.03606075000329667,0.0763539607286782,0.11051192174950927,-0.129808461066726,0.04906608574322247,0.13277611524095614,0.01998859819659947,-0.0449968533614927,-0.11627558099142413,0.18639383201086135,-0.5941193419496124,-0.2013786085211966,0.1564471650320399,-0.03180468872247347,0.11636339554378222,-0.04925611126103696,-0.16381297988378474,-0.3946857091835919,-0.05346516507918988,0.04272345467396618,0.11794278063290826,-0.22334534765262176,-0.16031707775728954,-0.05413762997919101,0.018082007845291667,0.10184503465582598,0.6471365456528912,0.19173961020522023,-0.14475603761294298,-0.04473357144201309,0.23123621022910912,-0.04650592587057685,-0.13020324670644323,-0.17867296571025168,-0.07195662118745917,-0.0695349028619623,-0.4425596425278009,0.12121681091797226
O75604,0.03224464770204793,0.018695134101486675,-0.16613261919385525,-0.000588357343137881,-0.07165600415039816,0.07263144984423693,0.026585436465267214,-0.15610586556971867,-0.008352516679197699,0.274385907812163,0.1678460084111193,-0.1210430175079158,0.1084966380427356,0.055321362106008506,-0.03500398645802151,-0.06817071186038955,0.048817770571612476,0.2539267239642983,0.07676398891335937,0.049111241254740326,0.057456935481703754,0.011697329017013234,-0.2448098648845228,-0.37069481997132814,0.01134241374538414,-0.043437358911318794,-0.1357590562239243,-0.08702885560318145,0.09210774858635815,-0.15994701591552266,-0.011549022665708172,0.009884646879002866,0.11781910141761323,-0.18312371611925338,0.0850554690516089,0.07817989815831106,-0.14047817476904814,0.04770594235626992,0.42686725263462677,0.06550709710038824,0.015842090613924942,0.17373003236773582,0.06868970517529249,-0.04929075509952538,-0.22939854541841198,0.09553602320884493,-0.06217745258612754,-0.166953861429247,-0.2884800261144643,-0.06758914192594086
P26639,0.15782218826955458,-0.13000170604882955,0.12639722265022685,-0.029331688372912567,-0.009208208544475894,0.20152166369877061,0.020302007714965025,-0.07807230162167225,-0.046750440428373896,0.36995609425448805,-0.0913177761233372,-0.0014895828159987342,0.07310158817632938,-0.054403281990139926,-0.030004041986973613,-0.04770195767733996,-0.044737162860882,-0.022308249135215518,0.03224489597563322,-0.14636206922113879,0.12682436594235674,-0.021600267570125474,-0.20033648098377518,-0.1966552743320722,0.10965181776006575,0.14075220604079072,-0.09678666318719413,-0.20224945217171159,0.09543016686387384,-0.08614776443973113,-0.005525817902998965,-0.10288826310966828,0.020430604755044,-0.13561657951217942,-0.082729337060563,-0.050512119668968666,-0.03865540200065213,-0.15225028459558582,0.040639348083695424,-0.06908252324194968,0.1307057089326257,-0.008894737251432971,0.03921799110688377,0.010313656215250839,0.08574256525932057,-0.0020964222376477575,-0.12731656938681812,0.06195649102271368,-0.23558887322301159,-0.12496449939847812
P12425,0.08325983992444888,-0.012337797951232202,-0.041976576133423336,-0.03678053968778319,0.03963430015634058,-0.027105919238965402,-0.03253779042703437,-0.1412722158716586,-0.07679989351225067,0.20847886760457843,0.13933391301557294,0.027707118099434977,0.15946095755466885,-0.013309996772162158,-0.027699006794201,-0.1008668534385089,0.07921152683887674,0.13486568244400993,-0.01638283733481704,-0.10060391122553468,-0.08282806517591038,0.09582398156876301,-0.20363943119562175,-0.2275967035850363,0.07263035709904478,0.1978258348224871,-0.1415784624351939,-0.09220434882784545,0.04681728834487206,-0.021473828568667322,-0.0009544479323471411,-0.004484925566639271,-0.010974189535092715,-0.08740419191014671,-0.054468841561546855,0.090151226077306,0.05894962571293834,0.17288060352254703,-0.10343468639149178,0.29400345433870034,0.15609286566721006,-0.1102026138700233,0.1790694889299011,-0.013187610695172804,0.03427630720960211,0.08863157145612036,-0.06374872320722112,-0.006492146172768741,-0.1465379150827889,-0.021443416986609204
O76095,1.435424495704607e-05,-0.07490195087804022,0.027700601765693878,0.11972257321429405,-0.06228287392593882,0.09548466048524382,0.024787601069582468,-0.1381651093905589,0.09113362417723819,0.04722623783289786,-0.2070780557096275,-0.025980854028739987,0.10672252725316156,-0.05646627198312154,-0.11104770843298914,-0.133668860458716,0.15661342986916882,0.03941273685203068,0.0015581499111512742,0.0022323356706172247,0.011676664679706527,-0.10623142478690262,-0.3814961693141582,-0.17007372601098708,0.012519911257635047,-0.03832782355371739,-0.05422234448945503,-0.03860982052722341,-0.12468635277711111,-0.12403858969992232,-0.04968603369402116,-0.09284197489591542,-0.04695391969117047,-0.10980315842245054,-0.09720505805475783,0.09108387817982772,0.07541579775569511,-0.003923888236771977,0.17652494459006493,0.08210354200944517,0.13703339560817338,-0.03362656187098505,0.03245100632028606,0.04908551658910752,0.02095497638793755,0.08080225575986782,-0.03354183360523114,-0.07779073450280968,-0.1719021203876567,-0.008413575677583763
